Company Name,Rating
Avia Villa Resort & Spa,4 out of 5
PT Fosta Unggul Perdana,4.2 out of 5
PT Bhakti Satria Persada - Cab. Jateng,4.3333 out of 5
PT Citra Media Nusa Purnama,4.2553 out of 5
PT Jauwhannes Traco (Semarang),3.5 out of 5
KAP Bambang Sutjipto Ngumar & Rekan,4 out of 5
PT Pamenang Buana Raya,4.2 out of 5
PT Imperium Happy Puppy,4.6071 out of 5
PT Indomobil Prima Niaga,4.1071 out of 5
PT Virtue Dragon Nickel Industry,2.5 out of 5
PT Pro-Int Dinamika,3.7 out of 5
JO.CHEC-CSCEC-HK,4.6667 out of 5
PT Tigamas Utamasari,3.5 out of 5
PT. Ajinomoto karawang indonesia,4.8571 out of 5
PT Bina Talenta (Surabaya),4.6667 out of 5
Pt ching luh indonesi,4.625 out of 5
PT CIMB Niaga Tbk,4.2546 out of 5
PT. Cenerico Sukses Sentosa,1 out of 5
PT Putri Daya Usahatama,3.6667 out of 5
PT.Yamaha Parts Motor Manufacturing Indonesia,4.75 out of 5
PT Anglo Eastern Plantations Management Indonesia,4 out of 5
PT Premier Qualitas Indonesia,4.1667 out of 5
King Cross Hotel,0 out of 5
PT Advance Marketing and Services,0 out of 5
PT Indomobil Prima Niaga (Medan),4.1667 out of 5
PT Bintang Rayya Pangan Lestari,4.1818 out of 5
PT Mitra Sukses Kontrindo,4.1667 out of 5
TSVC Establishment,3 out of 5
PT Ceva Logistik Indonesia,4.3538 out of 5
Yamaha Music Manufacturing Asia,4.3187 out of 5
SUNSRI House Of Jewelry,4 out of 5
PT Supralita Mandiri,3.5625 out of 5
PT Matari Advertising,4 out of 5
PT Midi Utama Indonesia Tbk Cabang Makassar,3.5 out of 5
PT Global Artha Karya,3.4286 out of 5
PT GLOSTAR INDONESIA 1 SUKABUMI,4.6667 out of 5
PT Sankyo Indonesia,4.7143 out of 5
PT Multi Phi Beta,4.5 out of 5
PT. Universal gloves medan,5 out of 5
Hotel Mustika,4.5 out of 5
PT Trisula Textile Industries,4 out of 5
PT Gading Cempaka Graha (jakarta),3.875 out of 5
PT Aneka Karya,0 out of 5
PT Bobobobo,3.4348 out of 5
operator forklip,4.2 out of 5
SPM,3.6667 out of 5
PT Noritake Indonesia,4.3333 out of 5
KOP.TELKOMSEL,4.5 out of 5
PT Altima Mandiri,3.1667 out of 5
PT Wulandari Bangun Laksana (Member of PAM Group),3.4 out of 5
PT Humpuss Intermoda Transportasi Tbk,4.8 out of 5
PT eBdesk Indonesia (Jakarta),2.75 out of 5
PT BRIDON,4.2857 out of 5
PT. WSMB,2.5 out of 5
PT Indoturbine,3.6667 out of 5
PT THE COOL,3.5 out of 5
PT INDOSARI ROTI,4.3333 out of 5
PT Masa Kini Mandiri (Lampung Post),4.8 out of 5
PT GRAHA SANTIKA DYANDRA,4.3333 out of 5
PT Masa Lestari Husada,3.5 out of 5
PT Yifan Jaya,3 out of 5
Mandarin Oriental Hotel,4.6957 out of 5
PT Federal International Finance (Surabaya),3.9231 out of 5
PT Jakarta International Expo,4.0286 out of 5
PT Intan Baruprana Finance Tbk,3.8462 out of 5
PT Kelola Hijau Sukses (Bay Walk Mall),3.9333 out of 5
Pt Pratama Industri Jx,4.5455 out of 5
PT Mugi Rekso Abadi,4.0417 out of 5
Sunsmile Kids,0 out of 5
PT DAYASA ARIA PRIMA,3.7143 out of 5
Kurir barang,4.25 out of 5
PT Mega Marine Pride,3.8824 out of 5
PT CARSURIN,4 out of 5
Pt BRI tbk,4.56 out of 5
PT Waagner Biro Indonesia,4.8333 out of 5
Sebuah Perusahaan Multimedia yang sedang berkembang pesat,4.4 out of 5
PT MNC Investama Tbk,2.2857 out of 5
PT Kreasi Ratu Nusantara,3.75 out of 5
PT Optik Seis Jaya,4.375 out of 5
PT Berlian Jaya Perkasa (Semarang),3 out of 5
PT. Sumber Rezeki Bersama,3.6667 out of 5
PT Indofood Fritolay Makmur (Semarang),4.8333 out of 5
PT Kodai Indonesia,4.5 out of 5
PT.VIVO MOBIE INDONESI,4.5 out of 5
The Luxton Bandung,4.25 out of 5
Kompas Gramedia - KG Media,4.1682 out of 5
JIV Enterprise Event Organizer,4 out of 5
Hotel Aryaduta Makassar,4.8 out of 5
"Asia Pulp And Paper ""APP Group""",3.5 out of 5
PT CDBN ( Cipta Dimensi Baja Nusantara ),3.7333 out of 5
Pt.wingswod,4.7 out of 5
PT. Arista Jaya Lestari,3.9 out of 5
PT Ratna Asia,3.6667 out of 5
PT Mitra Sinergi Adhitama,0 out of 5
OLX Indonesia,4.4 out of 5
PT MUSASHI AUTOARTS,5 out of 5
Sumber Alfaria Trijaya PT,4.3333 out of 5
PT. Richesse,4.7143 out of 5
PT Beta Medical,3 out of 5
PT Mediatama Binakreasi,4.7143 out of 5
"PT Bank Sinarmas,Tbk-KCU Thamrin",4.1 out of 5
PT Computrade Technology International,4.4091 out of 5
PT K33 Distribusi,3.8333 out of 5
MODENA INDONESIA,4.2609 out of 5
PT Expravet Nasuba,3.75 out of 5
PT Superior Prima Sukses,4.5926 out of 5
PT. Sakae Riken Indonesia,4.5 out of 5
PT Arah Cipta Guna,4 out of 5
PT Karya Aspal Mandiri,3.5 out of 5
PT OMRON MANUPACTURING,5 out of 5
PT PRINTEC PERKASA 2,4.4286 out of 5
PT.RAMAYANA GRUB,4.75 out of 5
PT Legal Tekno Digital (KontrakHukum),1.3333 out of 5
PT Linda Jaya Mandiri,0 out of 5
PT Sutindo Chemical Indonesia,4 out of 5
PT Clama Indonesia,4.25 out of 5
PT Indorama Ventures Indonesia,4.4545 out of 5
Yayasan Sayangi Tunas Cilik (Save The Children),4.4118 out of 5
PT. Rajapaksi Adyaperkasa,3.6 out of 5
PT Induksarana Kemasindo,4.4 out of 5
PT Group Mitra Indonesia,4.25 out of 5
PT Sekar Bumi Tbk,3.2 out of 5
PT TDK panbil,4.8 out of 5
PT Solusi Prima Packaging,4.6667 out of 5
PT Anugerah Daya Industri Komponen Utama,4 out of 5
PT Arion Indonesia,4.6667 out of 5
PT Elevenia Sinergi Prima Nusantara,4.2432 out of 5
MRTStars,4.2 out of 5
PT Sanbe Farma Cimareme Padalarang,4.3333 out of 5
INDOFOOD GROUB,5 out of 5
PT Osaga Mas Utama,4 out of 5
PT. Triview Geospatial Mandiri,4.5 out of 5
PT. Yoofix Indonesia,4.5 out of 5
The Lodge Maribaya,4.3333 out of 5
Bimbingan Belajar QUANTUM RESEARCH,4.2 out of 5
Hotel Aryaduta (Lippo Karawaci),4.5714 out of 5
Wibowo & Partners - Law Office,5 out of 5
PT AIDA Indonesia,4 out of 5
PT BPR KARYAJATNIKA SADAYA,3.6786 out of 5
Kyuri Restoran,4 out of 5
PT Satu Cita Potensa,3 out of 5
PT Hokinda Citralestari,3.8889 out of 5
SWAN JEWELLERY,4.25 out of 5
PT Ayari Persada,3.5 out of 5
PT Sumber Jaya Nusantara,4 out of 5
PT Mata Pelangi Chemindo,4 out of 5
PT. Garudafood putra putri jaya Tbk (Food and Beverage Company),4.3333 out of 5
PT. SECURE GARUDA INDONESIA,4.3333 out of 5
PT Adhyaksa Persada Indonesia,5 out of 5
PT Bumi Teknokultura Unggul Tbk,3 out of 5
PT SOEJASCH BALI,3.6667 out of 5
CV Nagasakti Mandiri Elektronik,3.5 out of 5
ID EXPRESS,4.0667 out of 5
PT Metrohm Indonesia,5 out of 5
I HOTEL,4.7692 out of 5
PT. Dwidaya World Wide,3.6847 out of 5
PT. PAMA PERSADA NUSANTARA,4.5926 out of 5
Pt.Matahari depart store,5 out of 5
PT. Indofoot grub,4.25 out of 5
PT.Jalur Nugraha Ekakurir(JNE),4.5 out of 5
Superstar Education,3.2857 out of 5
PT Optima Solusindo Informatika (Jakarta),4 out of 5
PT Alkemistri Seniwara,3.3333 out of 5
Conrad Bali Resort and Spa,0 out of 5
"Testing, Inspection & Consultant Company",3.9 out of 5
PT Promexx Inti Corporatama,4 out of 5
"Hwahiung,pabrik sepatu",5 out of 5
PT Marsindo Konsult Prima,3.7 out of 5
PT Bentonit Alam Indonesia,4 out of 5
PT Golden Nusa Jaya Tours,3.6667 out of 5
PT NGK Ceramics Indonesia,4.4776 out of 5
PT.shopee kurir,4.5 out of 5
PT Joyson system,4.5 out of 5
PT Sariling Aneka Energi,2 out of 5
PT Aneka Search Indonesia,4.68 out of 5
PT.cola coka amatir indonesia,5 out of 5
PT Purna Baja Heckett,4.3333 out of 5
The Executive Centre Indonesia,4 out of 5
PT TIRTA SUKSES PERKASA,3.9375 out of 5
PT Wanindo Prima (INDOPRIMA DESIGN),3.1429 out of 5
PT Adam Dani Lestari,3.5 out of 5
PT Kirana Pacifik Luas (CLARIS Brands),3.1111 out of 5
PT NUSAPANGAN SUKSES MAKMUR,3.4 out of 5
PT Badger Sukses Jaya,3.5 out of 5
Ariyanto Arnaldo Law Firm,4 out of 5
PT Sofco Graha (surabaya),4 out of 5
PT Techno Motor Indonesia,3.6667 out of 5
PT. YC TEC INDONESIA,4.3333 out of 5
PT Securindo Packatama Indonesia,4.36 out of 5
PT Tanakamas Internasional,4.1429 out of 5
CV Mitra Mulia,0 out of 5
Jaga konter,4 out of 5
PT Froggy Edutography,3.5 out of 5
TULUS ASIH GROUP,4 out of 5
Tp bank bri,5 out of 5
PT Sibalec Kemas,0 out of 5
PT Mitra Selaras Sejati,3.3333 out of 5
JNE.expres,3.9412 out of 5
Saliman Riyanto Group,3 out of 5
PT pusri,4.4 out of 5
PT Putra Gemilang Prima,3.6667 out of 5
PT Tiens Indonesia Logistics Trading,4.5 out of 5
PT. Fajar Venus Jaya,4 out of 5
PT Desserta Faktori Gelato ( Cheese Cake Factory ),4.1579 out of 5
CV Mega Boksindo,4.5 out of 5
PT HWASHEUNG INDONESIA,5 out of 5
Nipindo Group,4.5714 out of 5
PT. BSP,4.5 out of 5
PT Bank Tabungan Pensiunan Nasional Tbk ( BTPN Malang ),4.6667 out of 5
PT Tirta Amarta Bottling Company,3.6154 out of 5
PT Adis Dinamika Sentosa,4.3333 out of 5
PT Indonesia Applicad,4.3333 out of 5
PT YUNA ASIA,4.3333 out of 5
PT. Beard Papa Indonesia,3.6667 out of 5
Net1 PT. Sampoerna Telekomunikasi Indonesia,3.9524 out of 5
PT.INDOFOOD.GROUP,3.375 out of 5
PT G4S Indonesia,4.75 out of 5
PT Nusa Sarana Indonesia,4 out of 5
PT shoopee Indonesia,4.75 out of 5
USAID Indonesia,4.7273 out of 5
Lion Parcel,3.7778 out of 5
PT Jebsen & Jessen Technology Indonesia,4.3333 out of 5
Alterra,4.7059 out of 5
PT Yamaha Indonesia Motor Mfg,4.5574 out of 5
PT. ICOOL INTERNATIONAL INDONESIA,4.1 out of 5
JICA Project Team,4.8571 out of 5
PT Jireh Makmur Persada,5 out of 5
Pt.MITSUBA corporation indonesia,5 out of 5
PT Ronadamar Sejahtera,5 out of 5
PT Nissen Chemitec Indonesia,4.1538 out of 5
PT Moment Global Internasional,0 out of 5
PT Kriya Eratama Intech,4.5 out of 5
Pradipta Paramita,4.6667 out of 5
Sekolah Dian Harapan,4.125 out of 5
PT Panca Harapan,3.5 out of 5
PT. GUNA SURYA PERKASA,4.5 out of 5
PT Mariza Rasa Sarimurni,3.6667 out of 5
PT Kencana Laju Mandiri,4.3333 out of 5
PT Panca Buana Plasindo,4 out of 5
PT Grahaexcel Plastindo,4 out of 5
PT Bumi Jasa Utama,4.5 out of 5
PT Fuji Metal Teknik,5 out of 5
PT Sunson Textile Manufacturer Tbk,1.5 out of 5
CV Triona Multi Industri,4.6667 out of 5
PT Asuransi Generali Indonesia,3.7778 out of 5
PT. RifanFinancindo,3.2 out of 5
PT Berkat Bima Sentana,4 out of 5
Starbuck,4.75 out of 5
PT Karunia Adi Sentosa,4 out of 5
PT Surya Mas Agung (Crown Retread),0 out of 5
PT . RMK ENERGY,3.75 out of 5
PT Kharisma Interplast Pratama,4.3333 out of 5
PT. Resik Cemerlang (RC),4.3333 out of 5
PT Pelangi Fortuna Global,4.3333 out of 5
PT Smartekno Solusi Bisnis,4 out of 5
Hotel Santika Makassar,4.5 out of 5
PT BismaTunas Jaya,0 out of 5
PT Sinko Prima Alloy,0 out of 5
PT Aisan noscomo industri,5 out of 5
PT. BKS,5 out of 5
PT Akashi Wahana Indonesia,4.6154 out of 5
PT EPSON BATAM muka kuning,4.8077 out of 5
Manna Interior,2 out of 5
PT. Mora Telematika Indonesia TBK,4.15 out of 5
PT Panin Asset Management(Surabaya),4.6667 out of 5
PT.Chevron Pacific Indonesia CPI,4.8333 out of 5
PT. Keihin Indonesia (Industry Manufacturing/Production),4.6842 out of 5
PT TDK EPCOS INDONESIA,4.5 out of 5
"Alfamart (PT Sumber Alfaria Trijaya, Tbk)",4.1261 out of 5
LPEM FEB UI,5 out of 5
PT HARAPAN CITRA JAYA SHIMANO,4.5 out of 5
NIAT BAIK COFFEE,4.6667 out of 5
PT. Indoland Karya Pratama,5 out of 5
PT Mitra Konsultansi Indonesia,4 out of 5
PT Cikal Buana Persada,4 out of 5
PT Automobil Jaya Mandiri,3.6667 out of 5
PT Liftech Abdi Perkasa,4.3333 out of 5
PT Gajah Angkasa Perkasa Textile Mill,2.6 out of 5
PT Eka Mas Republik,4.375 out of 5
PT Prosys Bangun Persada,3.9825 out of 5
Elpis Residence,3.7593 out of 5
TelkomProperty,3.6667 out of 5
"Pt, santos jaya abadi",5 out of 5
PT Mitra Petra Sejahtera,4.5 out of 5
PT Info Mikro Distribusi | CPUCOM,4 out of 5
PT. Katadata Indonesia,3 out of 5
PT Royal Teknik Gemilang,4.3333 out of 5
PT Interskala Mandiri Indonesia,3.2857 out of 5
Halodoc,4.0833 out of 5
PT PICOTEL NUSANTARA,5 out of 5
PT Mahadana Dasha Utama,4.3636 out of 5
PT Global Teknindo Berkatama,4.3333 out of 5
PT Ungaran Sari Garments (Semarang),3.8333 out of 5
PT Sam Indonesia,4.1667 out of 5
PT Cira International,4.75 out of 5
PT Brantas Abipraya (Persero),4.1515 out of 5
PT Minda Asean Automotive,3.8947 out of 5
PT FUJI OOZX INDONESIA,3.5 out of 5
PT Estetika Mulia Indonesia,5 out of 5
PT Bringin Srikandi Finance,4.5 out of 5
PT. Burlington Indonesia,4 out of 5
PT Keystone Indonesia,4 out of 5
Gracious Preschool & Kindergarten,4.75 out of 5
PT Nusantara Compnet Integrator,4.3333 out of 5
PT Olala Trading Internasional,3.8 out of 5
PT Agrindo,3.7857 out of 5
PT Multi Karya Engineering (Lampung),4 out of 5
PT MD Entertainment,4.1429 out of 5
PT. Phoenix Softindo Infotech,2 out of 5
PT. Jagad Sanitasi Indonesia,5 out of 5
Yayasan Pendidikan Cemara Asri (Chandra Kumala School),4.7143 out of 5
Kursus Vokal KBL,5 out of 5
PT Magnifika Dhana Aksata,4.5 out of 5
Game Level One,2.3333 out of 5
PT BOI Raja Sedjahtera,5 out of 5
PT Mega Makmur Maju Mandiri,3.5 out of 5
"Perusahaan dibidang elektronik yaitu PT Indonesia Epson Industry , saya berpengalaman selama 1th 10 bulan.",4.5556 out of 5
PT MUTIARA BARAT (X.O Suki & Dimsum),4.5 out of 5
PT Asia Pacific Fibers Tbk,3.875 out of 5
Dapoer Ciragil,3.5 out of 5
Sky Entertainment,5 out of 5
PT Iwaki Glass Indonesia,4.2 out of 5
PT Troy Puri Sakti,3.6667 out of 5
PT Multi Jaya Samudra Medan Branch,3.6667 out of 5
NCA Design,4.5 out of 5
REGAL SPRINGS GROUP,4.3333 out of 5
PT Nova Indonesia,2.8889 out of 5
PT Adidaya Madani,0 out of 5
PT. AEON MALL INDONESIA,4.3077 out of 5
PT TotalEnergies Marketing Indonesia,4.5 out of 5
PT Batubara Duaribu Abadi,0 out of 5
PT Prolink Intidata Nusantara,4 out of 5
International Islamic Boarding School,3.5 out of 5
PT.sebastian citra (Roti'O),4.5294 out of 5
PT Graha Sumber Prima Electronik,4.1 out of 5
Jasa keuangan non perbankan,4.25 out of 5
Mr.BOB Kampung Inggris,4.6667 out of 5
Pt. Panasonic gobel energy indonesia cibitung . Jl kawasan industri gobel no.km 44 jl. Raya teuku umar telaga asih cikarang barat bekasi,4.6154 out of 5
PT Biginusindo Permai,4.25 out of 5
PT.nippon Corpindo,4.6667 out of 5
PT Pegadaian (Persero),4.3377 out of 5
PT. LOTTE CINEMA INDONESIA,3.5 out of 5
MUHAMMADIYAH,4.2 out of 5
PT HEXA FINANCE INDONESIA,4.25 out of 5
HM Sampoerna.PT,4.75 out of 5
PT Batik Danar Hadi,3 out of 5
RESTORAN PADANG PAGI SORE,4.25 out of 5
PT Sumber Cipta Rasa,3 out of 5
PT Prasimax Inovasi Teknologi,5 out of 5
PT Lintas Buana Unggul,5 out of 5
Pro Emergency,4 out of 5
PT Tigadi Lestari,5 out of 5
PT Proserv,4.5 out of 5
PT Urecel Indonesia,4.1111 out of 5
PT Asmin Bara Bronang,4.6364 out of 5
Atmosphere Resort Cafe,4 out of 5
berkah baru toserba,5 out of 5
PT.MATAHARI DEPARTEMEN STRO,4.3333 out of 5
PT Global Sukses Digital,4.75 out of 5
PT Aegin Prima Solusi,5 out of 5
PT Hansa Pratama,4.8 out of 5
PT Hema Shipping Indonesia,3.6667 out of 5
PT INDO SEAWEED Mojokerto,3 out of 5
PT Dapur Pacu Indonesia,3 out of 5
PT Sinarmas LDA Maritime,4 out of 5
PT Nichias Sunijaya,4.5 out of 5
pt indorama sintetis purwakarta,4.3333 out of 5
PT PRESTASI RETAIL INNOVATION,4.7778 out of 5
PT Bintang Komunikasi Utama,3.8571 out of 5
PT Panin Sekuritas Tbk (Palembang),5 out of 5
PT Maju Jaya Teknik,4 out of 5
PT Euro Asia Teknik,3 out of 5
PT Sekawan Bhakti Intiland,5 out of 5
PT Fergaco Indonesia,3.6 out of 5
Sudamala Resorts,4.5 out of 5
Pt smt indonesia (electronic manufacturing service),5 out of 5
PT Tata Wisata,4.5 out of 5
PT Hydro Perdana Retailindo,4.5833 out of 5
PT. Mimosa Putra Abadi Nissan,4.3333 out of 5
Pt. Wingsgroup,5 out of 5
PT Jatim Taman Steel MFG,4.2 out of 5
The Nielsen Company,4.1818 out of 5
PT. Kertas Trimitra Mandiri,4.5 out of 5
PT. Gerbang Sarana Baja,5 out of 5
PT Citraraya Mandiri Motor (Honda Citra Cakra),3.75 out of 5
PT Binabakti Niagaperkasa,2.8 out of 5
PT Indo Liberty Textiles,3.7143 out of 5
PT . NINJA EXPRESS,4.5882 out of 5
PT Pancaprima Ekabrothers,4.3333 out of 5
PT. ERATEL PRIMA,4.6667 out of 5
PT Jhonlin Marine Trans,0 out of 5
GUDANG GARAM Tbk PT,4.6667 out of 5
PT Basukigraha Fabrikatama,3.8 out of 5
PT Crieta,4.6667 out of 5
PT khongguan,3.6667 out of 5
PT Mega International Sejahtera,3.6667 out of 5
AccorHotels Indonesia,4.6667 out of 5
PT Danareksa (Persero),4.5 out of 5
PT Maxxiz International Indonesia,4.5 out of 5
PT Pengerukan Indonesia,4.6667 out of 5
"PT,freshen flag",4.5 out of 5
PT Halliburton Indonesia,4.3778 out of 5
PT JTI indonesia,4.3846 out of 5
PT Mane Indonesia,4.3243 out of 5
PT Dean Shoes,4.2273 out of 5
PT Indometal Mitrabuana,3.5 out of 5
RS Ananda Bekasi,3.5 out of 5
PT Digital Truk Indonesia,3.875 out of 5
Titan Group,4 out of 5
PT Bank Danamon Indonesia Tbk (Medan),3.5625 out of 5
PT Sampoerna Agro Tbk (Jakarta),4.2727 out of 5
"PT Tira Austenite, Tbk",3.6667 out of 5
PT Metromedia Elmeka Engineering,0 out of 5
Logistik warehouse,5 out of 5
PT Asuransi Reliance Indonesia (Jakarta),3.8889 out of 5
PT Blue Antz Indonesia,5 out of 5
PT Biz Group (Perkebunan Sawit & Pertamb. Batubar),4.125 out of 5
AHM PT.Atra Honda Motor,5 out of 5
DHL Express Indonesia,4.4203 out of 5
PT Bintang Inti Global,4 out of 5
PT JHS Precast Concrete Indonesia,3.8333 out of 5
PT Media Periklanan Indonesia,3.6923 out of 5
PT Gema Lintas Benua,4 out of 5
CV Citra Sarana Solusi,2.3333 out of 5
PT Global Coconut,4.5 out of 5
PT Jaring Synergi Mandiri,3.9333 out of 5
PT Surya Sentosa Sejahtera,4.3333 out of 5
PT Flowserve,4.4286 out of 5
PT Meiko Ekspres,4.5 out of 5
PT Berlian Sistem Informasi,3.5909 out of 5
Six Senses Uluwatu,3 out of 5
PT Biru Semesta Abadi,4 out of 5
PT Sinar Harapan Abadi,4.25 out of 5
PT Duta Multi Karya,0 out of 5
Claritas School (International Programme),5 out of 5
PT Alto Halodigital International (AHDI),4.5 out of 5
PT Soltius Indonesia,3.8889 out of 5
PT Indofood CBP Div Beverage & Water,3.9412 out of 5
PT Kievit Indonesia,4.4286 out of 5
TVRI,4.5 out of 5
PT Omega Teknologi Indonesia,4.2 out of 5
PT Sinar Sosro (The Good Bavarage - a Rekso Company),4.6667 out of 5
PT Digital Vertikal Horisontal,4.3333 out of 5
PT Trubus Swadaya,3.3333 out of 5
PT Erlangga Mitrajaya Abadi,4 out of 5
Popolamama Indonesia,4 out of 5
Restoran Makanan,4.5 out of 5
PT Dwi Surya Abadi Kharisma,2.3333 out of 5
Pt.panasonik bekasi,5 out of 5
PT. MGM BOSCO,3.75 out of 5
PT MINOS ELECTRONIC TECHNOLOGY,3.8333 out of 5
PT. BLACKMAGIC DESIGN MANUFACTURING,3.3333 out of 5
Daya Group,4 out of 5
PT VISI BERKAT INDONESIA,4.25 out of 5
PT Grogol Jaya,0 out of 5
PT Borwita Citra Prima (Bali),4 out of 5
Perum Damri,3.8571 out of 5
PT Prospera,4.5 out of 5
Koperasi Sejahtera Bersama,4.303 out of 5
PT Target Kelola Securindo,3.1667 out of 5
PT Decon Multi Industri,2.5 out of 5
PT ISPI Pratama Lestari Perkasa,3.8571 out of 5
CV Mekar Agung Solutions,5 out of 5
SILOAM HOSPITAL GROUP,4.8 out of 5
Kantor Notaris dan PPAT,4.2344 out of 5
Hotel lestoran dan office marketing,4 out of 5
PT Meson Digital Indonesia,5 out of 5
PT Hair Star Indonesia,4.6 out of 5
Mapan - PT RUMA (GO-JEK Group),4.5455 out of 5
PT.indofoodgoup,4.625 out of 5
PT Khasanah Putera Jakarta Medica (RS Medika BSD),4.25 out of 5
PT Wiharta Prametal,2.5 out of 5
PT Sumbermitra Agungjaya,4.6 out of 5
Kredivo,3 out of 5
PT Indofood CBP Sukses Makmur - NSF Division,4.2759 out of 5
PT Astra cikarang,4.2727 out of 5
PT Bayu Buana Tbk,3.7826 out of 5
BUMN PT Perusahaan Gas Negara ( persero ),5 out of 5
PT Gluta Indo Sukses (Gluta Plus),4.2 out of 5
PT SUMBER ALFARIA TRIJAYA TBK BATAM,4.34 out of 5
PT Puriasri Bhaktikarya,4.75 out of 5
INA COOKIES GROUP,3.5714 out of 5
PT CleverAds,4 out of 5
PT OTI Transformasi Lintas Internasional,2.6667 out of 5
PT Kudo Teknologi Indonesia,4.4694 out of 5
PT Trimitra Lestari,5 out of 5
PT Grand Multi Chemicals,4.6667 out of 5
PT Horti Jaya Lestari,3.8571 out of 5
Kr hotel,4.5 out of 5
Iya tecnisi,5 out of 5
PT Golo Sukses Mandiri,5 out of 5
Inke Maris & Associates,4.4 out of 5
Okusi Associates,5 out of 5
PT Aldaberta Indonesia,3.6667 out of 5
PT Laut Timur Ardiprima,3.8 out of 5
PT Everseiko Indonesia,3.7778 out of 5
PT Artama Sentosa Indonesia,4 out of 5
Sekolah dasar,3.8 out of 5
PT Dwamitra Property and Services (DwaProperty),3.5 out of 5
PT Permata Karya Jasa,4.25 out of 5
PT Istana Lampung Raya,4 out of 5
Bank Danamon Tbk (Solo),4 out of 5
PT Suzuki Finance Indonesia (Banjarmasin),4.5 out of 5
Master Lingua Institute,4.5 out of 5
PT Nobel Packaging Indonesia,4.5 out of 5
PT Jakarta Outsourcing,3.5 out of 5
So nice,4.5385 out of 5
PT Istech Resource Asia,3.1667 out of 5
CV Matahari,4.4286 out of 5
PT Urbane Indonesia,4.6 out of 5
Fairventures Worldwide Indonesia,4.5 out of 5
KSP NASARI GROUP,4.1667 out of 5
PT Yamasoji Indonesia,4.6667 out of 5
PT AYO MEDIA NETWORK,4.3 out of 5
QHomemart Supermarket Bangunan,3 out of 5
PT INDOGEN INTERTAMA,4.5 out of 5
PT Sparta Guna Sentosa,0 out of 5
PT Sarana Kreasi Lestari,2.5 out of 5
PT. Jaya Pratama Groserindo,4.3333 out of 5
PT.Sumber Alfria Trijaya,5 out of 5
PT Tangga Mas,4.5 out of 5
PT Swapro International,0 out of 5
PT Sukanda Djaya (Banjarmasin),3.5 out of 5
PT Tozy Sentosa (CentroYogyakarta),3.5714 out of 5
PT Cahaya Sakti Multi Intraco (Medan),0 out of 5
HIJUP.COM,4.2667 out of 5
PT Sonoco Indonesia,4.75 out of 5
PT. Wiko Mobile Indonesia,3.7 out of 5
PT Austindo Nusantara Jaya Healthcare (KMN EyeCare),4.3333 out of 5
Studio Piu,5 out of 5
PT Kingduan Industrial Indonesia,4.2083 out of 5
PT. Sumber Alfaria Trijaya tbk karawanh,4.3333 out of 5
Mitra Medika,4 out of 5
PT Hotware Indonesia,3.6667 out of 5
PT Bintang Indokarya Gemilang,3.7895 out of 5
PT Deltavista Nusantara,4 out of 5
PT. Pundi Mas Berjaya,4.25 out of 5
PT. Jaco Nusantara Mandiri Medan,5 out of 5
